Market,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Perth Mint Spot,Lease Rates
Metal/Currency,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,Pald,6 Month
Priced In,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,USD,USD,AUD,AUD,JPY,JPY,Pald
Price Type,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,Bid,Ask,% pa
Summary,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Average,Average,Average,Average,Average,Average,
"07/04/19",,,,,,,,,,,,,,,,,,,
"08/04/19",1376.26,1398.26,1937.58,1969.38,153315.36,155850.06,1352.6,1374.6,1904.8,1936.33,150706.69,153226.66,1368.03,1390.33,1927.26,1959.31,152450.3,155009.04,
"09/04/19",1381.05,1403.05,1931.27,1962.86,153710.87,156243.65,1363.05,1387.84,1911.98,1945.92,151734.73,154549.86,1369.99,1392.53,1920.27,1952.37,152540.7,155118.1,
"10/04/19",1384.4,1407.5,1938.96,1970.74,153820.68,156471.78,1375,1397,1925.07,1956.4,152693.75,155262.58,1378.89,1401.35,1932.99,1965.22,153216.11,155791.4,
"11/04/19",1383.05,1405.05,1931.63,1963.18,153698.35,156227.51,1364.36,1386.36,1905.8,1937.88,151525.82,154093.91,1377.88,1399.88,1923.86,1955.12,153004.46,155511.53,
"12/04/19",1365.8,1387.85,1914.76,1948.13,152628.15,155272.66,1358.01,1380.01,1902.35,1933.35,151540.34,154064.32,1362.17,1384.71,1910.14,1942.39,152203.78,154797.23,
"13/04/19",,,,,,,,,,,,,,,,,,,
"14/04/19",,,,,,,,,,,,,,,,,,,
"15/04/19",1364.16,1386.16,1902.86,1933.82,152717.71,155222.2,1357.35,1379.35,1893.1,1924.58,151846.74,154390.65,1360.83,1383.63,1897.42,1929.75,152316.27,154937.43,
"16/04/19",1363.05,1385.05,1906.1,1937.4,152538.93,155070.2,1353.51,1375.51,1886.95,1918.42,151498.37,154039.69,1356.61,1379.22,1895.75,1927.83,151832.28,154424.95,
"17/04/19",1356.13,1378.13,1883.78,1914.6,151832.31,154336.78,1344.5,1366.5,1872.62,1904.52,150516.78,153061.67,1349.11,1371.36,1877.35,1908.89,151027.07,153585.35,
"18/04/19",1394.51,1416.51,1943.3,1974.23,156185.12,158691.62,1381.24,1403.24,1921.72,1952.87,154477.88,157022.56,1386.51,1409.01,1931.56,1963.55,155135.26,157724.37,
"19/04/19",1413.5,1437.5,1977.75,2011.9,158241.33,161043.13,1413.5,1437.5,1975.27,2009.08,158128.25,160885,1413.5,1437.5,1976.5,2010.67,158173.22,160938.58,
"20/04/19",,,,,,,,,,,,,,,,,,,
"21/04/19",,,,,,,,,,,,,,,,,,,
"22/04/19",1413.5,1437.5,1976.65,2010.49,158128.25,160942.5,1413.5,1437.5,1976.65,2010.49,158128.25,160942.5,1413.5,1437.5,1976.65,2010.49,158128.25,160942.5,
"23/04/19",1381.81,1403.81,1938.84,1970.26,154432.61,157009.04,1363.96,1388.35,1917.29,1951.85,152504.37,155342.48,1375.83,1398.73,1931.09,1964.04,153828.69,156471.56,
"24/04/19",1384.52,1406.52,1962.63,1994.14,154720.11,157333.33,1376.15,1398.81,1946.49,1978.71,153757.24,156261.07,1379.42,1401.65,1955.61,1987.84,154148.93,156714.08,
"25/04/19",1412.31,1434.31,2013.56,2045.51,158006.07,160546.14,1401.76,1426.09,1997.38,2031.76,156955.07,159722.08,1406.53,1429.35,2004.26,2037.43,157494.45,160135.22,
"26/04/19",1411.6,1436.6,2007.68,2044.69,157636.32,160554.42,1403.26,1425.26,1994.4,2026.24,156673.98,159215.79,1407.45,1430.17,2003.48,2036.41,157126.06,159738.76,
"27/04/19",,,,,,,,,,,,,,,,,,,
"28/04/19",,,,,,,,,,,,,,,,,,,
"29/04/19",1453.17,1475.17,2062.99,2094.82,162276.64,164779.58,1444.51,1467.51,2046.34,2080.1,161207.32,163847.49,1448.28,1470.58,2053.4,2085.72,161674.14,164242.93,
"30/04/19",1371.17,1393.17,1944.66,1976.44,153063.71,155658.88,1356.26,1378.26,1922.41,1954.15,151060.24,153579.51,1367.28,1389.28,1939.84,1971.94,152474.52,155021.71,
"01/05/19",1374.5,1396.5,1951.31,1983.1,153160.54,155667.86,1357.03,1379.03,1922.41,1954.96,151146,153720.47,1368.05,1390.05,1939.65,1971.45,152457.68,154978.85,
"02/05/19",1346.25,1368.25,1917.67,1949.45,150120.34,152614.61,1325.2,1350.2,1886.94,1922.81,147958.58,150684.33,1336.79,1359.52,1903.37,1936.31,149057.71,151661.15,
"03/05/19",1349.85,1371.85,1928.08,1960.91,150454.28,153029.87,1342.25,1364.5,1918.41,1950.4,149486.38,152169.04,1345.01,1367.24,1922.48,1954.81,149904.31,152449.29,
"04/05/19",,,,,,,,,,,,,,,,,,,
"05/05/19",,,,,,,,,,,,,,,,,,,
"06/05/19",1355.01,1380.01,1938.22,1974.26,150040.26,152849.91,1337.3,1359.3,1918.14,1951.05,147477.44,150025.94,1346.28,1368.58,1928.04,1960.6,148920.61,151451.62,
"07/05/19",1342,1366,1914.51,1947.36,148545.98,151270.84,1328.06,1350.06,1891.28,1923.71,146777.19,149316.64,1336.95,1359.26,1907.54,1940.01,147954.88,150507.25,
"08/05/19",1329.39,1352.79,1894.76,1926.78,146139.84,148847.48,1314.63,1337.12,1872.16,1907.17,144740.76,147350.62,1323.59,1346.09,1885.99,1918.73,145683.52,148232.95,
"09/05/19",1315.45,1337.45,1885.14,1918.04,144554.8,147092.75,1287.96,1309.96,1845.74,1878.35,141250.57,143768.11,1307,1329.23,1872.5,1905.31,143575.34,146112.53,
"10/05/19",1307.75,1329.75,1869.28,1901.27,143659.31,146211.48,1286.51,1308.51,1840.76,1873.58,141091.55,143635.14,1301.02,1323.02,1859.05,1891.4,142831.62,145338.42,
"11/05/19",,,,,,,,,,,,,,,,,,,
"12/05/19",,,,,,,,,,,,,,,,,,,
"13/05/19",1338.4,1360.4,1916.65,1948.44,146795.71,149249.48,1326.65,1348.65,1900.64,1932.44,145613.1,148068.28,1331.61,1353.61,1908.16,1940.08,146083.11,148546.69,
"14/05/19",1323.1,1348.1,1902.37,1938.6,144958.84,147738.28,1315.01,1337.01,1893.19,1926.25,143599.09,146121.82,1320.18,1343.4,1898.69,1932.96,144507.59,147133.1,
"15/05/19",1329.65,1353,1918.47,1952.38,145751.43,148424.1,1312.8,1334.8,1894.65,1926.95,143594.06,146067.16,1326.05,1348.47,1913.45,1946.33,145304.86,147833.13,
"16/05/19",1334.81,1359.81,1929.19,1966.75,146170.87,148899.2,1323,1346.75,1913.95,1947.08,144696.51,147496.06,1327.45,1350.45,1918.6,1952.55,145286.97,147877.45,
"17/05/19",1326.01,1348.01,1923.71,1955.91,145650.12,148134.21,1308.73,1330.73,1900.01,1932.52,143567.68,146034.31,1318.47,1341.56,1913.75,1947.98,144692.49,147298.48,
"18/05/19",,,,,,,,,,,,,,,,,,,
"19/05/19",,,,,,,,,,,,,,,,,,,
"20/05/19",1310.15,1332.15,1893.25,1925.91,144339.23,146882.86,1305,1327,1884.67,1919.41,143758.8,146235.4,1307.92,1330.52,1890.34,1923.81,144063.9,146633.07,
"21/05/19",1328.65,1351.9,1930.9,1965.54,146337.51,149006.42,1317.1,1339.1,1911.14,1945.95,144999.54,147461.69,1324.49,1347.82,1920.54,1954.93,145871.89,148515.45,
"22/05/19",1315.12,1337.12,1909.57,1942.92,145333.91,147898.84,1304.5,1329.5,1894.42,1931.29,144016.8,146797.82,1309.82,1332.64,1903.43,1937.16,144685.33,147267.63,
"23/05/19",1308.35,1330.35,1901.12,1933.37,144297.92,146764.21,1301.1,1324.2,1892.23,1926.39,143433.26,145923.44,1304.01,1326.28,1896.72,1929.62,143754.09,146280.57,
"24/05/19",1322.9,1346.9,1916.97,1952.88,144884.01,147579.83,1301.59,1323.59,1886.36,1918.52,142511.09,144959.58,1310.37,1333.12,1900.96,1934.55,143573.38,146157.16,
"25/05/19",,,,,,,,,,,,,,,,,,,
"26/05/19",,,,,,,,,,,,,,,,,,,
"27/05/19",1325.5,1350.5,1914.08,1951.31,145089.23,147933.77,1317.45,1342.45,1899.44,1936.32,144300.3,147123.69,1322.25,1345.15,1907.38,1941.11,144724.29,147320.92,
"28/05/19",1334.95,1356.95,1927.45,1959.49,146136.98,148586.03,1319.9,1344.9,1907.09,1944.62,144133.08,146997.57,1326.13,1349.5,1915.1,1949.45,145161.2,147783.59,
"29/05/19",1337.5,1361.05,1930.16,1965.4,146055,148721.93,1324.45,1346.45,1914.78,1946.86,144682.92,147126.59,1333.57,1356.79,1925.82,1959.91,145694.85,148296.02,
"30/05/19",1346.01,1368.01,1945.38,1977.75,147495.78,149974.94,1327.55,1350.4,1916.21,1948.63,145446.38,148233.41,1334.23,1357.05,1926.19,1959.85,146235.43,148810.41,
"31/05/19",1358.51,1381.1,1966.18,1998.33,148865.53,151317.7,1354.76,1376.76,1958.03,1990.4,147357.25,149819.02,1356.32,1379.41,1961.37,1995.44,147972.47,150561.82,
"01/06/19",,,,,,,,,,,,,,,,,,,
"02/06/19",,,,,,,,,,,,,,,,,,,
"03/06/19",1338.75,1360.75,1925.7,1958.2,144799.2,147396.44,1323.5,1345.85,1905.39,1938.15,143320,145742.1,1331.93,1354.48,1916.31,1949.48,144096.28,146626.96,
"04/06/19",1324.7,1346.7,1900.85,1932.97,142921.88,145362.8,1309.95,1331.95,1876.18,1907.96,141317.41,143730.72,1317.98,1340.48,1889.67,1922.54,142288.66,144795.99,
"05/06/19",1339.51,1362.56,1915.5,1948.35,144921.59,147510.75,1328.25,1352.9,1897.23,1932.16,143690.09,146113.2,1333.63,1356.79,1905.53,1939.33,144153.56,146759.62,
"06/06/19",1329.45,1354.45,1906.55,1941.86,143819.9,146646.3,1321.03,1343.03,1895.58,1927.43,143027.92,145450.15,1326.67,1349.59,1902.67,1936.36,143550.85,146112.24,
"07/06/19",1346.15,1369,1929.96,1962.91,145949.58,148522.81,1338.75,1363.2,1919.91,1954.97,145200.83,147852.67,1342.26,1365.8,1924.3,1958.72,145543.48,148167.33,
"08/06/19",,,,,,,,,,,,,,,,,,,
"09/06/19",,,,,,,,,,,,,,,,,,,
"10/06/19",1353.51,1375.51,1936.35,1969.23,146761.09,149270.35,1341.53,1363.53,1925.55,1957.69,145690.16,148133.9,1347.77,1370.59,1931.81,1965.16,146277.4,148823.69,
"11/06/19",1376.84,1400.5,1979.15,2013.95,149570.49,152220.35,1367.25,1390.65,1965.85,1999.78,148401.32,151080.22,1373.29,1395.95,1973.51,2006.95,149055.34,151602.85,
"12/06/19",1388.4,1412.05,1997.99,2032.31,150585.86,153193.3,1380.66,1402.66,1986.56,2018.8,149525.48,151978.21,1385.94,1408.44,1993.04,2026.12,150239.65,152753.82,
"13/06/19",1410.65,1432.65,2042.35,2074.5,152886.25,155313.59,1394.8,1416.8,2017.65,2050.07,150945.26,153382.77,1402.02,1424.87,2026.47,2060.16,151932.86,154479.92,
"14/06/19",1452.55,1474.55,2105.14,2138.58,157151.38,159664.27,1438.4,1460.4,2079.51,2111.63,155766.19,158195.94,1440.93,1464.13,2087.56,2122.11,155997.65,158600.19,
"15/06/19",,,,,,,,,,,,,,,,,,,
"16/06/19",,,,,,,,,,,,,,,,,,,
"17/06/19",1456.3,1481.3,2118.87,2155.56,158110.49,160869.18,1441.45,1463.45,2094.22,2126.8,156498.23,158959.94,1448.13,1471.33,2105.24,2139.52,157228.68,159825.52,
"18/06/19",1473.45,1498.35,2153.54,2190.57,159504.87,162301.27,1444.79,1466.79,2107.64,2140.05,156788.61,159234.72,1455.1,1478.03,2125.97,2160.02,157665.48,160217.47,
"19/06/19",1482.95,1507.95,2157.93,2193.19,160717.83,163364.86,1472.3,1494.3,2140.06,2172.65,159690.28,162161.44,1476.87,1500.29,2147.71,2182.24,160104.9,162700.96,
"20/06/19",1517,1539,2192.83,2225.27,163471.92,165919.59,1492.95,1515.81,2164.78,2197.46,160686.21,163204.75,1497.76,1519.91,2171.13,2203.96,161255.28,163718.35,
"21/06/19",1486.91,1509.85,2149.85,2181.98,159662.99,162118.5,1468.33,1490.33,2122.48,2154.9,157742.69,160180.67,1479.47,1502,2135.12,2168.41,158605.05,161124.15,
"22/06/19",,,,,,,,,,,,,,,,,,,
"23/06/19",,,,,,,,,,,,,,,,,,,
"24/06/19",1507.76,1532.76,2168.73,2203.51,161918.35,164649.08,1501.5,1523.5,2160.07,2192.35,161125.97,163532.49,1504.99,1528.09,2164.58,2198.44,161593.71,164144.34,
"25/06/19",1535.51,1557.51,2203.66,2235.93,164806.29,167245.42,1518.29,1540.29,2181.47,2213.7,162374.2,164800.7,1527.96,1550.19,2194.32,2226.91,163632.02,166084.27,
"26/06/19",1526.7,1548.7,2186.31,2218.45,164349.26,166779.5,1512.95,1534.95,2168.48,2201.59,162378.77,164782.84,1517.06,1539.49,2176.87,2209.72,162929.6,165409.85,
"27/06/19",1520.45,1543.09,2173.31,2206.94,164178.19,166869.75,1512.3,1534.3,2161.05,2194.36,163207.42,165707.53,1516.28,1539.18,2167.85,2201.15,163656.32,166191.07,
"28/06/19",1556.95,1578.95,2223.9,2256.93,167543.39,170155.74,1529.87,1551.87,2180.23,2211.9,164644.61,167058.81,1550.02,1572.47,2211.53,2244.29,166860.76,169355.6,
"29/06/19",,,,,,,,,,,,,,,,,,,
"30/06/19",,,,,,,,,,,,,,,,,,,
"01/07/19",1542.11,1564.11,2202.39,2235.4,166871.72,169393.11,1526.75,1550.45,2179.2,2211.29,165186.67,167842.71,1530.32,1553.41,2184.9,2218.65,165657.53,168236.23,
"02/07/19",1544.89,1566.89,2212.04,2243.86,167234.34,169907.41,1536.2,1558.8,2201.49,2235.53,166477.99,168973.92,1539.95,1562.5,2206.98,2240.11,166826.64,169371.89,
"03/07/19",1555.85,1577.85,2224.55,2256.33,167751.75,170175.15,1547.95,1571.75,2206.63,2243.87,166652.3,169362.4,1552.53,1575.53,2219.19,2252.78,167116.53,169691.27,
"04/07/19",1561.51,1583.51,2219.97,2252.18,168221.47,170734.05,1550.1,1572.1,2203.74,2236.58,167069.78,169503.82,1555.96,1578.51,2211.94,2244.81,167650.64,170183.17,
"05/07/19",1557.5,1579.5,2217.71,2250.01,167941.87,170592.58,1551.75,1573.75,2208.58,2240.53,167371.76,169807.63,1554.27,1576.54,2213.08,2245.26,167658.89,170121.68,
"06/07/19",,,,,,,,,,,,,,,,,,,
"07/07/19",,,,,,,,,,,,,,,,,,,
"08/07/19",1560.87,1582.87,2234.91,2266.75,169249.41,171683.44,1550,1574,2218.41,2253.4,167849.5,170511.42,1556.74,1578.93,2228.06,2260.71,168695.08,171188.92,
"09/07/19",1551.5,1573.5,2227.09,2259.03,168648.05,171181.07,1535.58,1557.58,2210.74,2243.38,167040.39,169527.01,1546.34,1568.89,2221.98,2255.29,168200.98,170743.16,
"10/07/19",1542.74,1564.76,2227.14,2264.81,167988.96,170558.84,1535.41,1557.41,2219.76,2252.22,167236.86,169710.97,1539.34,1561.61,2223.49,2256.52,167616.04,170130.74,
"11/07/19",1590,1614.01,2281.34,2313.66,171743.53,174280.8,1583,1605,2271.1,2305.37,170961.12,173707.64,1586.1,1609.26,2275.16,2309.19,171378.32,173965.37,
"12/07/19",1552.76,1574.76,2227.14,2259.34,168598.68,171050.43,1544.5,1566.5,2205.8,2238.82,167269.35,169792.94,1548.52,1570.77,2214.72,2247.61,167825.28,170341.35,
"13/07/19",,,,,,,,,,,,,,,,,,,
"14/07/19",,,,,,,,,,,,,,,,,,,
"15/07/19",1553.83,1575.83,2208.4,2240.3,167704.87,170158.12,1537.77,1559.77,2191.18,2222.84,165802.36,168221.19,1545.58,1567.88,2198.55,2230.84,166808.28,169282.48,
"16/07/19",1558.5,1582.5,2214.41,2249.08,168271.25,170910,1544.99,1566.99,2196.77,2229.64,166828.02,169344.61,1553.83,1576.83,2208.14,2241.55,167741.3,170304.44,
"17/07/19",1519.6,1541.6,2166.52,2198.52,164435.92,166893.62,1510.5,1534.5,2154.69,2189.64,163481.42,166100.38,1515.54,1538.11,2160.93,2193.72,163975.69,166489.26,
"18/07/19",1534.9,1557.36,2184.14,2216.25,165324.08,167774.39,1523.79,1545.79,2165.7,2198.54,164096.95,166605.25,1530.47,1552.86,2178.78,2211.2,164873.13,167352.61,
"19/07/19",1521.41,1544.42,2151.92,2184.48,163594.75,166102.37,1512.16,1534.16,2140.33,2172.11,162454.4,164955.53,1516.18,1538.85,2145.26,2178.1,163038.69,165556.83,
"20/07/19",,,,,,,,,,,,,,,,,,,
"21/07/19",,,,,,,,,,,,,,,,,,,
"22/07/19",1510.12,1532.12,2145.36,2177.23,163032.56,165468.96,1492.02,1514.02,2118.74,2150.29,160869.6,163468.74,1502.8,1525.34,2134.33,2166.96,162154.85,164670.65,
"23/07/19",1521.01,1543.01,2162.06,2194.89,164056.14,166567.93,1509.9,1533.14,2149.02,2182.41,163084.3,165780.46,1512.97,1535.89,2153.19,2186.63,163447.6,166024.42,
"24/07/19",1522.01,1544.01,2181.16,2213.32,164437.96,166876.6,1509.5,1534.5,2162.3,2197.88,163297.71,165964.2,1514.4,1537.68,2167.98,2202.11,163742.96,166374.96,
"25/07/19",1532.59,1556.21,2199.47,2232.64,165657.65,168381.92,1528.04,1550.04,2189.88,2222.97,165089.44,167512.82,1530.72,1553.22,2194.78,2227.92,165479.24,168016.5,
"26/07/19",1522.12,1545.5,2195.11,2228.47,165341.39,167903.12,1513.23,1538.23,2178.56,2216.15,164306.51,167159.45,1520.13,1543.13,2189.09,2222.94,165102.24,167677.41,
"27/07/19",,,,,,,,,,,,,,,,,,,
"28/07/19",,,,,,,,,,,,,,,,,,,
"29/07/19",1524.89,1546.89,2206.47,2239.92,165618.3,168146.94,1516.75,1541.53,2196.28,2232.16,164612.88,167387.8,1521.27,1544.09,2201.78,2235.39,165122.52,167668.04,
"30/07/19",1545.71,1567.71,2239.02,2271.71,168126.88,170723.3,1535.33,1557.33,2226.55,2259.06,166629.36,169141.61,1540.02,1562.02,2231.51,2264.31,167341.97,169907.21,
"31/07/19",1522,1544,2207.4,2239.95,165197.88,167662.96,1505.45,1527.45,2189.11,2222.72,163416.6,165942.17,1516.13,1538.59,2201.19,2234.47,164561.85,167082.67,
"01/08/19",1512.43,1534.43,2207.93,2240.7,165029.81,167538.07,1499.91,1522,2190.93,2223.85,163655.18,166126.3,1507.73,1530.28,2201.65,2235.05,164454.96,167008.7,
"02/08/19",1434.24,1456.24,2106.08,2139.01,153549.73,155992.43,1414.72,1436.72,2083.23,2115.94,151247.72,153642.84,1427.68,1449.83,2097.15,2130.57,152843.51,155305.24,
"03/08/19",,,,,,,,,,,,,,,,,,,
"04/08/19",,,,,,,,,,,,,,,,,,,
"05/08/19",1409.14,1431.14,2081.68,2114.83,149326.57,151700.84,1387.58,1409.58,2048.08,2082.09,146944.72,149359.1,1397.41,1419.57,2062.89,2096.23,148174.12,150611.24,
"06/08/19",1426.25,1448.25,2103.04,2137.07,152109.56,154513.79,1413.51,1435.51,2087.59,2121.65,149549.36,152034.86,1420.21,1442.67,2093.99,2127.85,150844.38,153325.53,
"07/08/19",1437.25,1461.39,2133.33,2171.33,153117.6,155550.09,1424.7,1446.7,2109.48,2142.64,151251.09,153726.34,1431.69,1454.13,2122.21,2156.13,152001.64,154466.63,
"08/08/19",1420.94,1442.94,2097.95,2130.74,150804.36,153196.94,1403.5,1427.5,2069.14,2105.15,148911.35,151529.13,1413.08,1435.58,2086.71,2120.44,149962.82,152448.46,
"09/08/19",1422.4,1444.4,2089.31,2121.93,150745.95,153135.29,1411.94,1434.6,2072.72,2108.93,149509.58,151881.1,1416.44,1439.06,2080.21,2113.95,150034.18,152536,
"10/08/19",,,,,,,,,,,,,,,,,,,
"11/08/19",,,,,,,,,,,,,,,,,,,
"12/08/19",1420.57,1443.97,2095.55,2131.01,149912.75,152338.84,1414.46,1436.46,2084.69,2117.74,148899.4,151286.31,1416.98,1439.67,2089.62,2123.7,149347.14,151815.75,
"13/08/19",1434.36,1456.36,2123.4,2156.61,150995.08,153455.25,1421.98,1443.98,2106.01,2138.91,149677.61,152036.65,1428.34,1450.67,2112.95,2146.59,150461.47,152886.68,
"14/08/19",1446.49,1468.49,2127.82,2160.82,154166.9,156570.4,1434.5,1458.35,2112.67,2148.33,152429.97,155038.55,1439.69,1462.15,2120.83,2154.45,153229.51,155691.08,
"15/08/19",1429.77,1453.9,2107.87,2144.4,151998.85,154680.42,1413,1442.22,2086.84,2131.71,149664.96,152631.59,1422.91,1446.22,2101.17,2136.28,150764.71,153316.64,
"16/08/19",1443,1467,2128.32,2164.36,153160.02,155795.4,1432.6,1457.6,2109.54,2150.5,151998.86,154753.39,1437.86,1461.61,2119.44,2154.99,152605.64,155196.22,
"17/08/19",,,,,,,,,,,,,,,,,,,
"18/08/19",,,,,,,,,,,,,,,,,,,
"19/08/19",1448.78,1470.78,2136.88,2169.7,154157.16,156545.54,1437.7,1465.06,2119.25,2159.9,152928.15,155786.9,1443.8,1467.61,2129.28,2165.12,153542.1,156167.45,
"20/08/19",1473.08,1496.3,2177.18,2210.35,157000.87,159435.33,1463.8,1489.15,2158.22,2196.06,155938.61,158713.61,1468.16,1492.5,2166.95,2203.39,156391.5,159059.33,
"21/08/19",1482.9,1504.9,2184.91,2220.29,157943.68,160362.14,1469.2,1497.57,2166.32,2208.96,156455.11,159330.47,1475.18,1500.49,2175.54,2213.65,156993.4,159775.48,
"22/08/19",1460.88,1488.9,2156.28,2195.05,155661.16,158746.52,1450.2,1474.43,2142.41,2178.21,154315.78,156805.63,1456.26,1481.48,2150.18,2187.89,155017.86,157765.61,
"23/08/19",1479.49,1503.43,2188.92,2225.98,157447.33,160130.33,1471.92,1496.03,2176.2,2213.81,156759.48,159506.72,1475.01,1499.09,2182.52,2218.87,157134.07,159793.56,
"24/08/19",,,,,,,,,,,,,,,,,,,
"25/08/19",,,,,,,,,,,,,,,,,,,
"26/08/19",1466.45,1491.45,2170.54,2207.78,155253.06,157974.38,1453.39,1477.32,2158.47,2194.33,152417.01,154941.32,1459.88,1484.29,2166.27,2203.09,153878.81,156548.23,
"27/08/19",1469.5,1494.5,2176.39,2214.07,155725.44,158452.09,1461.4,1489.94,2158.32,2200.47,154659.96,157490.68,1467.63,1492.08,2169.88,2206.78,155208.57,157878.56,
"28/08/19",1473.71,1496.31,2181.34,2218.68,155785.88,158294.63,1464.5,1490,2170.59,2209.37,154870.88,157597.3,1468.72,1493.52,2177.29,2214.76,155347.93,158071.32,
"29/08/19",1476.5,1500.19,2190.98,2225.77,156724.19,159470.2,1457.2,1482.42,2162.66,2203.36,154434.06,157077.22,1465.19,1489.29,2177.08,2213.61,155204.07,157851.06,
"30/08/19",1489.89,1511.89,2217.43,2250.51,158524.3,160910.45,1466.01,1488.01,2178.32,2211.34,156100.74,158502.83,1474.22,1497.72,2193.73,2229.17,156876.46,159458.29,
"31/08/19",,,,,,,,,,,,,,,,,,,
"01/09/19",,,,,,,,,,,,,,,,,,,
"02/09/19",1531.92,1554.9,2276.93,2311.8,162659.27,165190.2,1520.9,1546.82,2260.4,2301.13,161337.07,164442.43,1526.3,1552.76,2268.54,2308.67,162021.37,164919.45,
"03/09/19",1533.26,1555.26,2287.42,2320.94,163031.54,165464.11,1521.13,1546.13,2261.23,2299.08,161270.2,163998.01,1527.99,1551.49,2276.86,2312.59,162279.52,164870.61,
"04/09/19",1538.86,1563.86,2275.75,2313.06,163106.85,165753.52,1530.63,1554.06,2257.18,2292.8,162047.8,164787.89,1534.03,1558.27,2263.8,2300.23,162597.27,165283.66,
"05/09/19",1552.64,1577.64,2283.29,2321.42,165405.42,168181.02,1546.5,1570.27,2268.31,2303.8,164482.12,167280.65,1548.91,1573.33,2274.09,2310.79,164936.01,167629.06,
"06/09/19",1552.24,1577.24,2278.35,2315.72,166167.29,168906.63,1534,1561.99,2246.96,2290.88,164122.66,167242.27,1542.51,1567.86,2261.17,2298.97,165038.15,167835.17,
"07/09/19",,,,,,,,,,,,,,,,,,,
"08/09/19",,,,,,,,,,,,,,,,,,,
"09/09/19",1532.66,1566,2237.18,2280.14,163902.66,167562,1524.2,1549.51,2221.22,2263.37,162830.29,165785.34,1528.61,1554.93,2230.39,2269.38,163391.45,166301.88,
"10/09/19",1539.66,1561.66,2242.11,2274.81,165267.1,167706.67,1529.16,1551.16,2230.34,2263.15,164150.42,166692.8,1533.04,1556.32,2234.66,2269.12,164551.05,167148.17,
"11/09/19",1559.3,1584.3,2269.39,2306.45,167983.39,170771.7,1543.5,1572.06,2250.33,2291.63,166034.3,169075.05,1552.68,1577.75,2261.43,2298.53,167188.75,170001.02,
"12/09/19",1589.48,1611.48,2308.28,2341.57,171409.52,173862.58,1563,1585,2273.81,2310.16,168460.14,170926.4,1573.38,1596.77,2287.09,2321.89,169852.59,172471.63,
"13/09/19",1609.28,1631.28,2343.58,2375.98,173916.29,176376.67,1598.22,1621.15,2325.36,2357.69,172491.1,175100.41,1602.75,1625.5,2332.69,2366.52,173227.74,175774.64,
"14/09/19",,,,,,,,,,,,,,,,,,,
"15/09/19",,,,,,,,,,,,,,,,,,,
"16/09/19",1613,1645.6,2345.16,2393.25,173913.66,177527.33,1589.5,1616.06,2312.34,2352.34,171109.68,173974.14,1599.44,1627.07,2326.14,2366.99,172327.84,175397.27,
"17/09/19",1602,1628.6,2336.2,2378.91,173144.16,176181.95,1588.43,1610.43,2321.25,2353.74,171709.28,174151.9,1595.92,1622.3,2330.52,2369.74,172595,175538.3,
"18/09/19",1591.47,1616.16,2325.58,2363.84,172228.88,174965.48,1582.09,1605.89,2309.58,2346.08,171150.5,173876.56,1587.11,1610.41,2316.74,2351.79,171645.61,174323.64,
"19/09/19",1584.6,1608.87,2335.06,2372.61,171677.17,174109.71,1578.22,1600.22,2314.71,2347.64,170626.24,173246.53,1581.87,1605.02,2327.31,2361.91,170947.24,173529.53,
"20/09/19",1635.24,1657.24,2407.6,2440.35,176458.75,178882.49,1610.59,1632.59,2372.65,2405.37,173830.98,176337.13,1621.36,1643.75,2386.46,2420.31,174959.76,177471.34,
"21/09/19",,,,,,,,,,,,,,,,,,,
"22/09/19",,,,,,,,,,,,,,,,,,,
"23/09/19",1653.38,1676.5,2439.33,2475.27,178019.42,180676.41,1642.26,1664.26,2426.15,2459.01,176767.31,179207.52,1649.16,1671.66,2434.18,2468.07,177504.6,180014.38,
"24/09/19",1653.3,1675.3,2440.3,2473.13,177928.15,180362.8,1644.26,1667.23,2424.8,2460.21,176849.53,179416.55,1647.33,1670.33,2431.34,2466.1,177166.18,179739.99,
"25/09/19",1666.3,1688.5,2452.97,2487.09,178458.33,180973.43,1659.52,1682.58,2441.91,2477.3,177937.57,180540.83,1662.39,1685.14,2448.6,2482.77,178266.42,180791.67,
"26/09/19",1655.92,1680.92,2449.95,2487.3,178210.11,181001.47,1634.77,1656.77,2419.73,2454.11,175835.86,178384.43,1640.18,1663.33,2427.68,2462.74,176551.3,179157.43,
"27/09/19",1662.5,1684.5,2461.87,2496.3,179117.75,181656.48,1641.75,1663.75,2428.27,2461.53,177013.49,179501.99,1655.48,1678.58,2449.84,2484.8,178367.4,180958.64,
"28/09/19",,,,,,,,,,,,,,,,,,,
"29/09/19",,,,,,,,,,,,,,,,,,,
