,Date,market,metal,currency,type,summary,price
3655,05/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1608.58
3656,06/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1611.9
3657,07/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1611.42
3660,10/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1592.01
3661,11/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1592.6
3662,12/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1590.73
3663,13/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1587.55
3664,14/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1570.54
3667,17/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1572.31
3668,18/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1581.78
3669,19/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1566.97
3670,20/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1561.26
3671,21/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1576.6
3674,24/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1582.59
3675,25/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1580.5
3676,26/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1577.0
3677,27/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1573.75
3678,28/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1578.01
3681,31/07/17,Perth Mint Spot,Gold,AUD,Bid,High,1590.61
3682,01/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1583.95
3683,02/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1590.41
3684,03/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1590.14
3685,04/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1592.63
3688,07/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1585.9
3689,08/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1588.4
3690,09/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1607.72
3691,10/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1620.35
3692,11/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1635.8
3695,14/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1627.49
3696,15/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1626.37
3697,16/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1623.43
3698,17/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1619.74
3699,18/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1633.49
3702,21/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1623.67
3703,22/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1622.8
3704,23/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1627.24
3705,24/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1630.68
3706,25/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1626.11
3709,28/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1631.92
3710,29/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1663.16
3711,30/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1644.51
3712,31/08/17,Perth Mint Spot,Gold,AUD,Bid,High,1651.56
3713,01/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1660.46
3716,04/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1679.36
3717,05/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1678.47
3718,06/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1673.91
3719,07/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1669.68
3720,08/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1671.72
3723,11/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1659.66
3724,12/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1653.27
3725,13/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1657.24
3726,14/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1653.55
3727,15/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1663.16
3730,18/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1643.3
3731,19/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1638.8
3732,20/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1633.91
3733,21/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1626.3
3734,22/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1634.28
3737,25/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1622.83
3738,26/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1649.13
3739,27/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1643.34
3740,28/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1636.77
3741,29/09/17,Perth Mint Spot,Gold,AUD,Bid,High,1638.95
3744,02/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1628.32
3745,03/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1625.45
3746,04/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1620.86
3747,05/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1628.56
3748,06/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1631.82
3751,09/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1650.14
3752,10/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1653.14
3753,11/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1653.65
3754,12/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1654.15
3755,13/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1651.77
3758,16/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1651.94
3759,17/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1647.13
3760,18/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1636.4
3761,19/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1630.64
3762,20/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1634.57
3765,23/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1629.95
3766,24/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1640.96
3767,25/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1647.56
3768,26/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1659.47
3769,27/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1657.62
3772,30/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1656.91
3773,31/10/17,Perth Mint Spot,Gold,AUD,Bid,High,1659.79
3774,01/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1660.53
3775,02/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1658.19
3776,03/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1658.68
3779,06/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1657.99
3780,07/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1664.42
3781,08/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1667.59
3782,09/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1668.65
3783,10/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1670.42
3786,13/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1665.72
3787,14/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1674.47
3788,15/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1691.27
3789,16/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1681.52
3790,17/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1695.08
3793,20/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1708.73
3794,21/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1695.51
3795,22/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1695.24
3796,23/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1692.37
3797,24/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1692.58
3800,27/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1693.67
3801,28/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1699.59
3802,29/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1705.25
3803,30/11/17,Perth Mint Spot,Gold,AUD,Bid,High,1694.14
3804,01/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1684.23
3807,04/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1675.49
3808,05/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1675.51
3809,06/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1670.26
3810,07/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1670.73
3811,08/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1660.11
3814,11/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1659.3
3815,12/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1649.97
3816,13/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1643.25
3817,14/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1640.59
3818,15/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1633.11
3821,18/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1636.7
3822,19/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1644.54
3823,20/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1647.23
3824,21/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1651.89
3825,22/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1640.95
3829,26/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1653.78
3830,27/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1657.18
3831,28/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1654.46
3832,29/12/17,Perth Mint Spot,Gold,AUD,Bid,High,1659.35
3836,02/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1671.83
3837,03/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1683.67
3838,04/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1673.69
3839,05/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1681.61
3842,08/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1680.4
3843,09/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1681.22
3844,10/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1674.93
3845,11/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1675.93
3846,12/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1684.81
3849,15/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1687.37
3850,16/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1681.36
3851,17/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1679.15
3852,18/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1667.43
3853,19/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1661.33
3856,22/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1665.14
3857,23/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1675.31
3858,24/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1673.43
3859,25/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1681.31
3860,26/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1680.4
3863,29/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1664.13
3864,30/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1657.07
3865,31/01/18,Perth Mint Spot,Gold,AUD,Bid,High,1657.77
3866,01/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1669.91
3867,02/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1682.34
3870,05/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1682.43
3871,06/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1708.68
3872,07/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1686.69
3873,08/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1683.18
3874,09/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1694.56
3877,12/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1690.01
3878,13/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1685.22
3879,14/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1691.5
3880,15/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1704.22
3881,16/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1702.59
3884,19/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1701.16
3885,20/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1697.8
3886,21/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1689.1
3887,22/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1697.85
3888,23/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1695.01
3891,26/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1697.42
3892,27/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1696.7
3893,28/02/18,Perth Mint Spot,Gold,AUD,Bid,High,1688.97
3894,01/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1699.16
3895,02/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1695.14
3898,05/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1711.85
3899,06/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1699.85
3900,07/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1715.99
3901,08/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1695.72
3902,09/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1691.79
3905,12/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1679.87
3906,13/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1680.08
3907,14/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1684.61
3908,15/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1682.03
3909,16/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1688.79
3912,19/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1702.11
3913,20/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1705.05
3914,21/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1709.3
3915,22/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1715.38
3916,23/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1736.54
3919,26/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1745.01
3920,27/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1749.13
3921,28/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1748.15
3922,29/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1732.34
3923,30/03/18,Perth Mint Spot,Gold,AUD,Bid,High,1720.7
3926,02/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1729.92
3927,03/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1749.48
3928,04/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1748.58
3929,05/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1724.46
3930,06/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1731.1
3933,09/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1731.86
3934,10/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1734.54
3935,11/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1732.6
3936,12/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1739.44
3937,13/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1721.45
3940,16/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1730.56
3941,17/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1730.48
3942,18/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1732.65
3943,19/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1733.11
3944,20/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1738.91
3947,23/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1736.52
3948,24/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1741.41
3949,25/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1747.96
3950,26/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1747.0
3951,27/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1742.98
3954,30/04/18,Perth Mint Spot,Gold,AUD,Bid,High,1745.14
3955,01/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1744.2
3956,02/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1744.07
3957,03/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1741.14
3958,04/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1741.07
3961,07/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1746.37
3962,08/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1751.19
3963,09/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1764.31
3964,10/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1756.58
3965,11/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1751.61
3968,14/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1746.54
3969,15/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1743.6
3970,16/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1730.37
3971,17/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1714.06
3972,18/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1714.6
3975,21/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1712.87
3976,22/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1701.2
3977,23/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1714.6
3978,24/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1710.91
3979,25/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1719.97
3982,28/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1716.75
3983,29/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1730.17
3984,30/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1735.81
3985,31/05/18,Perth Mint Spot,Gold,AUD,Bid,High,1720.3
3986,01/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1719.0
3989,04/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1706.85
3990,05/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1690.24
3991,06/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1698.31
3992,07/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1692.84
3993,08/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1711.65
3996,11/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1705.39
3997,12/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1707.5
3998,13/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1709.07
3999,14/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1721.59
4000,15/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1741.4
4003,18/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1720.62
4004,19/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1735.24
4005,20/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1722.94
4006,21/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1720.0
4007,22/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1714.48
4010,25/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1708.73
4011,26/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1704.38
4012,27/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1701.26
4013,28/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1703.25
4014,29/06/18,Perth Mint Spot,Gold,AUD,Bid,High,1696.15
4017,02/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1691.27
4018,03/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1689.52
4019,04/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1699.39
4020,05/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1699.84
4021,06/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1698.88
4024,09/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1686.19
4025,10/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1683.09
4026,11/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1689.54
4027,12/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1683.75
4028,13/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1679.46
4031,16/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1671.81
4032,17/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1672.0
4033,18/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1662.27
4034,19/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1654.88
4035,20/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1659.25
4038,23/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1658.05
4039,24/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1654.79
4040,25/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1653.81
4041,26/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1651.91
4042,27/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1654.63
4045,30/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1648.82
4046,31/07/18,Perth Mint Spot,Gold,AUD,Bid,High,1646.39
4047,01/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1647.77
4048,02/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1648.25
4049,03/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1639.17
4052,06/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1640.88
4053,07/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1633.3
4054,08/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1632.17
4055,09/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1631.6
4056,10/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1652.69
4059,13/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1660.06
4060,14/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1642.31
4061,15/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1646.21
4062,16/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1620.84
4063,17/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1617.22
4066,20/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1622.61
4067,21/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1621.6
4068,22/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1624.24
4069,23/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1631.56
4070,24/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1632.56
4073,27/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1644.2
4074,28/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1647.65
4075,29/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1644.02
4076,30/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1649.95
4077,31/08/18,Perth Mint Spot,Gold,AUD,Bid,High,1662.12
4080,03/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1666.3
4081,04/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1665.52
4082,05/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1662.63
4083,06/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1669.13
4084,07/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1675.39
4087,10/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1677.76
4088,11/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1677.06
4089,12/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1679.82
4090,13/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1678.6
4091,14/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1672.26
4094,17/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1667.58
4095,18/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1673.12
4096,19/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1657.4
4097,20/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1657.86
4098,21/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1654.66
4102,25/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1653.2
4103,26/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1654.48
4104,27/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1651.92
4105,28/09/18,Perth Mint Spot,Gold,AUD,Bid,High,1639.09
4108,01/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1644.76
4109,02/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1661.17
4110,03/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1678.29
4111,04/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1691.46
4112,05/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1694.55
4115,08/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1701.83
4116,09/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1679.42
4117,10/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1671.42
4118,11/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1686.93
4119,12/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1713.53
4122,15/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1720.1
4123,16/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1721.86
4124,17/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1712.68
4125,18/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1716.53
4126,19/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1725.55
4129,22/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1725.31
4130,23/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1742.0
4131,24/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1735.65
4132,25/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1745.67
4133,26/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1755.32
4136,29/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1738.08
4137,30/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1738.39
4138,31/10/18,Perth Mint Spot,Gold,AUD,Bid,High,1722.18
4139,01/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1713.13
4140,02/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1710.15
4143,05/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1710.75
4144,06/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1703.75
4145,07/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1694.31
4146,08/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1684.25
4147,09/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1683.02
4150,12/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1673.34
4151,13/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1674.03
4152,14/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1664.37
4153,15/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1670.23
4154,16/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1668.69
4157,19/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1667.07
4158,20/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1676.84
4159,21/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1692.06
4160,22/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1691.81
4161,23/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1690.79
4164,26/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1688.48
4165,27/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1690.04
4166,28/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1677.54
4167,29/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1673.47
4168,30/11/18,Perth Mint Spot,Gold,AUD,Bid,High,1670.46
4171,03/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1664.85
4172,04/12/18,Perth Mint Spot,Gold,AUD,Bid,High,1675.18
